CodigoCUPS,DescripcionCUPS,Grupo,Ruta,CodFinalidad,NombreFinalidad,CodCausa,NombreCausa,CIE10,EdadMin_Meses,EdadMax_Meses,Sexo,Programa,IndicadorRPYMS,FuenteNormativa
892901,TOMA NO QUIRURGICA MUESTRA CERVICOVAGINAL CITOLOGIA,PROMOCION Y MANTENIMIENTO DE LA SALUD,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z124,300,347,F,DETECCION TEMPRANA CANCER CERVIX 25-29 AÑOS,RPYMS63X,"Res 2275/2023, Res 3280/2018"
892901,TOMA NO QUIRURGICA MUESTRA CERVICOVAGINAL CITOLOGIA,PROMOCION Y MANTENIMIENTO DE LA SALUD,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z124,360,779,F,DETECCION TEMPRANA CANCER CERVIX 30-65 AÑOS,RPYMS63X / RPYMS61X,"Res 2275/2023, Res 3280/2018"
898015,ESTUDIO ANATOMOPATOLOGICO CITOLOGIA CERVICOVAGINAL,PROMOCION Y MANTENIMIENTO DE LA SALUD,MULTIRUTA,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z124,300,779,F,LECTURA CITOLOGIA CERVIX,RPYMS63X,"Res 2275/2023, Res 3280/2018"
898015,ESTUDIO ANATOMOPATOLOGICO CITOLOGIA CERVICOVAGINAL,PROMOCION Y MANTENIMIENTO DE LA SALUD,MULTIRUTA,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,R876,300,779,F,LECTURA CITOLOGIA CERVIX RESULTADO ANORMAL,RPYMS63X / RPYMS97X / RPYMS478X,"Res 2275/2023, Res 3280/2018"
