CodigoCUPS,DescripcionCUPS,Grupo,Ruta,CodFinalidad,NombreFinalidad,CodCausa,NombreCausa,CIE10,EdadMin_Meses,EdadMax_Meses,Sexo,Programa,IndicadorRPYMS,FuenteNormativa
950601,MEDICION DE AGUDEZA VISUAL,PROCEDIMIENTOS,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z010,36,71,A,TAMIZAJE AGUDEZA VISUAL PRIMERA INFANCIA,RPYMS14X / RPYMS553X,"Res 2275/2023, Res 3280/2018"
950601,MEDICION DE AGUDEZA VISUAL,PROCEDIMIENTOS,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z010,72,143,A,TAMIZAJE AGUDEZA VISUAL INFANCIA,RPYMS14X / RPYMS554X,"Res 2275/2023, Res 3280/2018"
950601,MEDICION DE AGUDEZA VISUAL,PROCEDIMIENTOS,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z010,144,215,A,TAMIZAJE AGUDEZA VISUAL ADOLESCENCIA,RPYMS14X / RPYMS555X,"Res 2275/2023, Res 3280/2018"
950601,MEDICION DE AGUDEZA VISUAL,PROCEDIMIENTOS,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z010,216,335,A,TAMIZAJE AGUDEZA VISUAL JUVENTUD,RPYMS14X / RPYMS556X,"Res 2275/2023, Res 3280/2018"
950601,MEDICION DE AGUDEZA VISUAL,PROCEDIMIENTOS,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z010,336,719,A,TAMIZAJE AGUDEZA VISUAL ADULTEZ,RPYMS14X / RPYMS557X,"Res 2275/2023, Res 3280/2018"
950601,MEDICION DE AGUDEZA VISUAL,PROCEDIMIENTOS,PYMS,12,DETECCION TEMPRANA DE ENFERMEDAD GENERAL,40,PROMOCION Y MANTENIMIENTO DE LA SALUD - INTERVENCIONES INDIVIDUALES,Z010,720,9999,A,TAMIZAJE AGUDEZA VISUAL VEJEZ,RPYMS14X / RPYMS558X,"Res 2275/2023, Res 3280/2018"
